tenure_months,monthly_charge,total_charges,support_tickets,late_payments,avg_monthly_usage_gb,has_streaming,has_security_pack,num_products,customer_age,is_promo,contract_type,payment_method,internet_service,region,churn
61,73.88,4498.97,5,1,141.75,1,0,4,46,1,anual,credito,movil,sur,0
20,27.21,590.45,0,2,54.56,0,1,2,73,1,anual,credito,movil,sur,1
4,59.42,256.06,3,0,163.73,1,0,4,52,0,mensual,debito,cable,centro,0
25,44.48,955.86,2,2,106.29,1,1,4,36,1,mensual,efectivo,fibra,centro,1
55,72.55,3814.78,2,0,57.62,0,1,4,22,0,mensual,credito,movil,centro,0
30,83.39,2562.39,1,2,39.8,1,0,1,33,1,mensual,debito,fibra,oeste,0
57,59.12,3270.57,3,0,133.79,1,1,4,52,0,mensual,debito,movil,centro,1
32,33.05,1043.51,0,0,152.88,1,0,2,24,0,mensual,credito,fibra,sur,0
6,73.98,547.79,1,1,120.8,1,1,4,75,0,mensual,efectivo,fibra,centro,0
21,95.77,1929.03,1,2,125.31,0,0,4,40,1,anual,credito,fibra,centro,0
15,83.92,1276.12,3,0,92.96,0,0,3,39,1,mensual,credito,cable,norte,1
27,82.0,2081.4,0,0,78.75,1,1,1,45,0,mensual,credito,fibra,norte,1
60,82.38,4851.07,2,0,118.88,1,0,1,32,0,anual,transferencia,fibra,oeste,0
44,51.75,2182.87,2,0,136.75,0,0,1,33,0,anual,debito,fibra,centro,0
38,65.8,2610.8,1,1,171.6,1,0,2,29,0,mensual,efectivo,cable,sur,0
18,65.23,1003.9,2,1,40.44,1,0,1,25,1,mensual,credito,fibra,oeste,1
25,62.09,1527.71,2,2,82.71,0,1,4,22,1,anual,efectivo,movil,sur,1
58,69.53,3873.27,2,0,96.8,0,1,3,39,1,anual,credito,cable,sur,0
72,94.96,6939.71,3,0,131.83,1,1,3,55,0,anual,debito,cable,sur,0
50,100.4,5169.51,1,3,125.84,1,0,2,78,1,bianual,transferencia,movil,centro,0
3,101.93,212.41,3,1,119.81,0,0,3,34,0,anual,transferencia,fibra,sur,1
13,75.64,1149.74,1,0,98.27,1,1,4,54,0,mensual,credito,cable,centro,0
47,90.73,4384.64,2,1,103.12,1,0,4,59,1,bianual,debito,fibra,oeste,0
32,72.19,2293.39,3,1,126.9,1,1,1,74,0,mensual,transferencia,fibra,oeste,1
72,82.46,5852.66,2,2,112.08,1,0,1,73,0,mensual,transferencia,movil,sur,1
30,86.7,2674.25,1,0,79.92,1,1,3,70,0,mensual,transferencia,ninguno,norte,1
11,100.01,1075.01,0,0,151.11,0,1,4,45,0,mensual,debito,movil,norte,1
33,69.62,2277.03,1,1,160.77,0,1,3,38,1,bianual,debito,fibra,centro,0
44,57.03,2410.52,1,0,53.73,1,1,2,45,1,mensual,debito,fibra,sur,0
36,26.52,1112.82,1,2,137.17,1,0,4,46,0,bianual,efectivo,fibra,norte,0
21,60.54,1274.68,2,0,82.47,0,0,3,55,0,bianual,transferencia,movil,norte,0
55,59.01,3374.66,3,1,116.49,0,1,1,22,1,mensual,transferencia,cable,oeste,0
62,86.7,5474.59,1,0,103.99,1,1,4,57,0,mensual,debito,fibra,centro,1
54,44.39,2333.98,0,0,92.49,0,1,4,78,1,mensual,credito,ninguno,centro,1
69,58.19,3983.75,0,1,138.68,1,1,4,56,0,bianual,transferencia,fibra,sur,0
55,55.22,3134.99,2,0,128.46,1,0,1,34,0,bianual,debito,cable,oeste,0
49,59.16,2528.92,1,3,111.49,1,0,4,39,0,bianual,credito,fibra,centro,0
52,20.0,1236.12,3,0,116.08,1,1,1,56,0,mensual,credito,cable,centro,1
59,56.64,3367.74,2,0,118.07,1,1,4,67,0,mensual,debito,fibra,centro,0
11,79.1,991.69,3,2,132.04,1,0,2,30,1,mensual,efectivo,cable,norte,1
8,59.36,381.43,3,0,147.13,1,0,2,23,0,mensual,credito,fibra,centro,1
44,51.91,2183.39,0,2,130.97,1,0,4,69,0,anual,credito,ninguno,centro,0
5,48.13,338.85,5,1,199.44,0,1,2,41,0,mensual,transferencia,fibra,oeste,1
41,61.8,2428.57,5,0,137.12,0,1,3,60,0,mensual,credito,fibra,centro,1
29,71.27,2046.2,2,0,205.23,0,0,3,61,1,bianual,credito,movil,sur,0
14,81.94,1164.97,1,1,305.96,0,1,2,37,0,mensual,transferencia,cable,centro,1
63,70.65,4667.23,3,0,144.53,1,1,4,73,1,mensual,debito,cable,sur,0
51,62.31,2919.71,0,1,119.85,1,1,4,51,0,anual,efectivo,movil,centro,0
13,63.47,757.49,2,2,117.77,1,0,2,74,1,mensual,credito,cable,oeste,0
7,86.54,568.91,1,0,34.04,1,1,3,78,1,mensual,credito,fibra,centro,0
15,122.75,1771.26,2,2,148.02,1,1,3,65,1,bianual,debito,ninguno,oeste,1
70,34.28,2263.72,0,0,101.16,1,0,1,23,1,bianual,transferencia,movil,oeste,0
64,59.71,3831.6,0,2,7.28,0,1,3,19,1,mensual,debito,cable,oeste,0
13,70.04,1123.52,1,0,278.34,0,0,2,42,0,mensual,transferencia,fibra,sur,1
56,94.21,5082.63,1,0,157.55,0,1,3,24,1,anual,transferencia,fibra,sur,0
58,75.64,4364.46,2,0,213.93,0,0,1,18,0,bianual,transferencia,fibra,oeste,0
60,64.36,3884.71,0,0,80.14,1,0,2,43,1,mensual,efectivo,cable,norte,0
29,58.33,1672.3,0,0,103.85,0,0,3,76,0,mensual,transferencia,fibra,sur,0
67,53.07,3396.58,3,0,5.0,0,1,1,76,1,mensual,transferencia,fibra,centro,0
66,80.26,5214.28,0,1,126.92,1,0,3,23,0,anual,transferencia,cable,centro,0
32,36.52,1098.85,0,3,105.59,0,0,2,26,1,mensual,credito,ninguno,centro,0
71,60.66,4390.92,3,0,8.37,1,1,3,24,1,mensual,debito,fibra,oeste,0
19,64.19,1363.55,2,0,190.97,0,0,1,18,0,mensual,efectivo,cable,centro,0
33,90.92,3174.05,1,0,107.08,0,1,4,25,0,mensual,credito,fibra,norte,1
37,86.22,3366.57,1,1,86.36,1,0,1,58,0,mensual,credito,fibra,centro,0
72,58.73,4300.87,1,0,253.08,1,1,3,59,0,mensual,credito,fibra,oeste,0
56,53.36,3064.73,1,0,103.27,1,1,4,37,0,anual,efectivo,movil,centro,0
11,67.24,885.15,3,1,125.25,1,1,3,62,0,bianual,transferencia,movil,sur,0
58,54.85,3215.27,6,1,197.61,1,1,1,69,0,anual,transferencia,cable,oeste,0
12,43.54,577.02,3,0,212.9,1,1,3,35,1,anual,debito,movil,sur,1
5,101.98,724.48,3,1,121.59,0,1,4,26,0,anual,credito,fibra,centro,1
50,44.4,2281.96,2,2,127.08,0,1,3,51,1,anual,credito,fibra,centro,1
54,62.57,3217.97,1,1,133.2,1,1,4,40,0,mensual,efectivo,cable,oeste,0
70,33.78,2493.67,3,3,130.43,1,0,2,68,1,mensual,debito,cable,centro,0
30,56.67,1499.19,5,0,142.43,1,1,1,64,0,bianual,transferencia,cable,sur,0
15,74.01,1073.09,1,0,107.07,1,0,4,24,0,mensual,efectivo,fibra,oeste,1
39,82.44,3467.18,4,0,66.72,1,1,2,46,0,bianual,transferencia,movil,sur,0
10,66.32,815.61,3,0,108.22,1,1,1,43,0,mensual,credito,cable,oeste,1
11,57.3,589.72,4,1,69.66,1,1,3,33,0,bianual,transferencia,fibra,centro,0
18,70.22,1209.78,1,1,165.47,1,1,4,73,1,mensual,efectivo,movil,norte,1
47,57.2,2688.94,3,1,94.75,1,0,2,60,0,anual,debito,movil,centro,0
72,42.39,3209.65,1,1,119.32,1,1,1,70,0,mensual,efectivo,cable,sur,0
12,56.09,751.66,2,0,117.57,0,1,2,49,1,mensual,transferencia,cable,centro,1
70,79.32,5479.25,1,2,42.62,1,0,2,57,1,mensual,efectivo,fibra,centro,1
38,60.26,2314.59,4,2,93.53,0,0,2,74,0,anual,efectivo,fibra,norte,0
39,58.14,2302.28,2,2,97.26,0,0,1,43,0,bianual,debito,cable,sur,1
38,56.83,2190.43,4,1,65.55,0,1,2,47,0,mensual,debito,fibra,oeste,0
64,46.57,3148.06,2,0,173.62,1,1,4,73,0,mensual,efectivo,cable,centro,0
33,41.13,1382.08,1,0,175.5,1,1,2,76,1,bianual,debito,cable,oeste,0
32,69.03,2283.2,3,0,31.17,1,1,4,47,0,mensual,debito,movil,norte,0
29,50.94,1471.93,2,0,14.52,1,1,4,50,0,bianual,transferencia,cable,norte,0
8,60.56,564.29,1,1,124.77,1,0,4,60,0,anual,credito,fibra,sur,0
5,87.08,333.26,0,0,114.62,1,0,1,52,1,mensual,debito,fibra,norte,0
70,74.02,5231.77,1,0,35.2,1,1,2,53,0,anual,credito,fibra,centro,0
28,98.32,2722.64,1,0,167.8,1,1,3,61,1,mensual,debito,movil,oeste,1
43,88.17,3784.06,1,0,73.69,0,1,2,74,1,anual,debito,fibra,norte,0
33,57.39,2031.95,3,1,176.38,1,0,2,44,0,anual,efectivo,movil,oeste,1
30,69.05,2036.06,1,0,150.76,1,1,3,43,1,anual,efectivo,ninguno,centro,0
57,69.04,3889.59,2,1,136.28,1,0,3,63,1,bianual,transferencia,fibra,oeste,0
14,78.31,1171.0,3,1,160.14,1,1,4,34,1,bianual,transferencia,fibra,centro,0
51,45.99,2688.15,3,1,68.81,0,1,4,29,0,mensual,credito,fibra,oeste,0
65,51.28,3523.12,2,0,117.53,1,1,2,52,1,mensual,credito,movil,norte,0
45,68.53,3013.85,0,3,134.6,0,1,4,18,0,mensual,credito,fibra,sur,1
55,56.46,2977.74,1,2,97.65,1,0,2,32,0,mensual,credito,cable,centro,0
12,90.5,1360.27,1,0,140.01,0,0,3,68,0,mensual,efectivo,movil,centro,1
43,43.14,1870.84,2,0,111.23,0,1,2,68,1,bianual,debito,fibra,centro,0
65,88.39,5741.86,2,0,81.47,1,1,3,28,0,anual,credito,fibra,oeste,0
23,50.05,1125.93,0,1,93.0,1,0,2,35,0,mensual,debito,fibra,centro,0
68,72.48,4790.24,2,1,89.47,1,1,4,60,0,mensual,credito,fibra,centro,1
24,62.03,1717.37,1,0,165.12,1,0,3,61,0,anual,transferencia,cable,centro,0
58,90.81,5450.47,1,0,110.83,1,0,1,54,0,anual,debito,ninguno,sur,0
62,44.51,2686.5,2,0,46.26,0,1,4,60,1,mensual,credito,cable,sur,0
32,79.74,2511.4,0,0,28.95,0,1,4,25,0,bianual,debito,movil,norte,1
57,64.19,3702.08,0,0,198.59,1,1,3,24,0,mensual,debito,fibra,centro,0
21,52.33,1144.78,1,1,116.17,1,0,4,41,0,anual,efectivo,cable,centro,0
23,69.22,1744.81,1,0,47.05,1,0,4,71,1,mensual,transferencia,fibra,centro,1
61,66.43,3998.16,2,3,213.03,1,0,2,78,0,mensual,debito,cable,centro,0
38,76.66,3100.46,6,0,137.61,1,1,2,39,0,mensual,debito,cable,oeste,0
30,80.98,2522.24,3,1,81.81,1,0,3,41,1,mensual,transferencia,fibra,norte,1
40,39.71,1455.63,0,1,187.74,1,1,2,63,1,mensual,transferencia,fibra,centro,0
61,52.35,2998.68,3,1,158.88,0,0,2,50,0,mensual,debito,fibra,sur,0
45,60.82,2846.69,2,1,89.07,0,0,4,41,0,mensual,transferencia,cable,norte,0
14,67.73,958.88,2,0,133.15,1,0,3,75,0,mensual,transferencia,fibra,centro,0
24,60.76,1528.1,3,1,81.4,1,0,3,21,0,bianual,credito,fibra,norte,1
37,77.38,2957.93,0,1,132.12,1,0,4,49,0,mensual,transferencia,cable,sur,0
68,95.81,6726.64,0,2,172.93,1,0,2,45,0,mensual,debito,ninguno,norte,1
25,71.45,1756.47,1,1,141.53,1,1,1,67,1,anual,credito,cable,norte,0
11,72.18,936.44,1,0,128.09,1,1,3,32,0,anual,debito,fibra,norte,0
11,95.28,1100.86,2,0,183.06,0,0,2,44,0,anual,debito,fibra,centro,0
70,62.78,4325.62,0,0,127.03,0,1,3,27,1,mensual,transferencia,fibra,centro,0
53,100.39,5446.56,1,1,112.1,0,1,3,47,0,mensual,debito,movil,oeste,0
32,58.64,1614.73,0,0,125.91,1,1,2,19,0,anual,efectivo,cable,sur,0
5,56.27,184.59,1,1,119.28,0,1,3,22,1,mensual,debito,fibra,centro,0
52,59.96,2874.32,0,1,117.98,1,1,4,58,1,mensual,credito,cable,oeste,1
15,109.89,1549.69,1,1,117.75,1,0,4,71,1,anual,efectivo,cable,centro,1
23,78.9,1928.77,4,1,102.99,1,0,4,32,0,bianual,credito,movil,centro,0
39,20.38,883.03,1,0,103.29,0,1,4,32,0,mensual,debito,movil,centro,0
30,67.96,1934.51,2,0,32.27,1,0,1,76,0,mensual,efectivo,movil,sur,1
29,60.18,1564.25,2,1,110.15,1,1,4,23,1,mensual,efectivo,cable,centro,1
21,42.65,1121.2,1,0,114.07,1,1,4,40,0,mensual,debito,cable,norte,0
22,70.44,1578.32,3,0,122.99,1,1,1,25,0,bianual,credito,movil,oeste,0
52,72.33,3792.48,2,0,168.15,1,1,4,18,0,mensual,credito,movil,oeste,0
39,45.86,1889.51,4,0,82.68,1,0,2,44,1,anual,credito,fibra,centro,0
20,70.57,1311.68,2,1,193.02,1,0,4,42,0,mensual,debito,fibra,norte,1
57,47.77,2650.93,3,0,120.81,1,0,4,45,1,mensual,transferencia,movil,centro,1
8,66.21,559.7,2,1,168.02,0,0,4,62,0,mensual,debito,fibra,sur,1
36,72.55,2527.4,2,2,81.12,1,1,1,19,1,anual,credito,fibra,oeste,0
9,82.84,895.59,0,1,175.96,1,0,4,22,0,anual,debito,ninguno,oeste,1
58,47.16,2756.09,1,1,154.41,1,1,2,21,0,mensual,transferencia,movil,norte,0
53,31.3,1521.1,3,0,50.81,0,1,1,62,1,anual,transferencia,movil,norte,0
33,39.62,1233.22,2,0,248.08,0,1,1,21,0,mensual,credito,fibra,norte,0
43,69.59,2717.38,3,0,159.19,0,0,4,30,0,mensual,efectivo,movil,norte,0
57,36.16,1959.3,0,1,172.72,1,1,2,40,0,anual,debito,fibra,centro,0
14,64.22,1077.03,1,0,93.96,1,0,4,72,1,bianual,debito,fibra,sur,0
54,74.98,4039.79,0,2,137.23,1,0,4,57,1,anual,credito,cable,centro,1
14,61.31,1024.25,2,1,15.73,1,1,4,47,0,anual,credito,fibra,centro,0
6,48.62,461.56,3,0,116.77,1,1,3,40,1,mensual,credito,ninguno,sur,0
45,39.97,1860.48,1,0,142.75,1,0,4,66,1,anual,transferencia,fibra,norte,0
21,66.82,1455.93,0,2,69.04,1,0,1,75,1,mensual,transferencia,ninguno,norte,0
52,61.12,3238.23,0,0,117.58,0,1,1,23,1,bianual,debito,movil,oeste,0
67,79.92,5308.52,1,1,205.09,1,1,1,73,1,mensual,credito,ninguno,sur,1
67,65.29,4380.44,0,0,128.71,1,1,4,62,1,mensual,efectivo,fibra,sur,0
46,33.32,1638.88,1,1,62.34,1,0,1,18,0,mensual,debito,fibra,oeste,0
68,30.59,2142.27,5,0,63.75,1,1,2,72,0,anual,efectivo,fibra,sur,0
70,52.37,3846.93,0,0,115.92,1,0,2,43,1,anual,debito,movil,oeste,0
22,62.03,1668.65,1,0,164.67,1,1,4,49,0,anual,credito,fibra,norte,0
52,40.11,2168.05,0,0,164.4,1,0,1,78,1,mensual,debito,cable,centro,0
35,53.72,1846.41,1,0,118.49,1,0,2,57,0,anual,credito,fibra,sur,0
54,83.31,4398.82,4,1,61.2,1,0,1,70,0,mensual,debito,movil,centro,1
31,84.42,2634.51,1,1,117.55,1,1,1,24,0,mensual,efectivo,movil,norte,1
17,61.89,974.34,1,0,137.05,1,0,3,25,1,mensual,transferencia,movil,centro,1
52,77.94,3971.46,3,1,119.03,1,0,1,25,0,anual,efectivo,cable,centro,0
55,62.73,3566.07,2,0,156.36,1,1,4,53,0,mensual,credito,movil,sur,0
66,71.06,4857.19,1,1,182.2,1,0,4,36,0,mensual,efectivo,fibra,norte,0
41,52.66,2113.93,1,0,161.55,1,1,1,30,1,mensual,efectivo,fibra,centro,1
2,61.87,119.66,2,0,124.7,1,0,2,26,1,mensual,credito,cable,norte,0
57,110.51,6324.47,0,0,134.29,0,0,4,21,1,bianual,transferencia,movil,norte,0
8,64.86,545.83,0,1,122.43,1,0,3,66,0,anual,debito,movil,centro,0
70,54.77,3814.46,3,3,48.78,1,0,1,41,0,mensual,credito,cable,centro,1
18,67.14,997.82,1,1,141.91,0,0,1,50,0,mensual,debito,fibra,oeste,1
44,103.16,4567.18,0,0,70.11,1,0,1,45,1,mensual,credito,fibra,norte,1
9,50.06,204.2,1,4,107.72,0,1,4,24,1,bianual,debito,movil,oeste,1
41,35.65,1510.53,0,0,96.69,1,1,1,53,0,mensual,efectivo,fibra,sur,0
30,69.08,1984.13,2,1,221.82,0,1,2,27,0,anual,credito,fibra,centro,0
46,27.48,1453.95,2,0,143.8,1,1,4,52,0,bianual,transferencia,fibra,centro,0
62,86.86,5512.03,5,0,108.61,1,1,4,43,0,mensual,debito,cable,sur,0
62,71.54,4433.37,1,3,207.07,0,1,3,18,1,bianual,debito,movil,norte,0
43,70.67,2994.98,2,0,187.58,0,0,4,49,0,mensual,transferencia,fibra,oeste,0
71,94.3,6851.7,1,1,168.84,0,0,4,65,0,anual,efectivo,ninguno,centro,0
58,35.2,1998.22,2,1,113.07,1,1,2,77,1,anual,credito,cable,oeste,0
9,53.58,343.91,2,1,180.5,1,0,3,63,0,anual,credito,movil,norte,0
24,95.72,2291.02,0,0,131.21,0,1,3,60,1,mensual,debito,movil,sur,1
70,56.88,4045.91,4,1,162.98,0,1,4,18,0,mensual,credito,cable,sur,1
25,66.79,1748.22,1,1,225.99,1,0,2,77,0,mensual,transferencia,fibra,norte,0
62,60.58,3674.74,0,1,154.44,1,0,2,45,1,anual,efectivo,movil,centro,0
46,67.54,3039.41,3,1,106.83,1,1,3,21,1,mensual,credito,movil,norte,1
30,67.07,1998.62,1,0,197.72,1,1,1,59,0,anual,transferencia,fibra,sur,0
45,38.41,1717.84,5,0,97.86,0,0,4,57,1,bianual,credito,movil,centro,0
35,65.51,2337.79,2,0,53.48,0,0,2,57,0,anual,credito,fibra,centro,0
37,50.28,1655.6,3,1,138.36,1,0,2,37,0,bianual,efectivo,movil,norte,0
46,109.45,5253.94,2,1,191.94,1,1,2,58,0,anual,debito,fibra,sur,0
1,69.99,302.07,1,0,168.15,0,0,3,35,1,mensual,debito,cable,oeste,0
52,52.08,2880.14,3,1,168.24,1,0,1,29,0,bianual,efectivo,fibra,centro,0
31,74.79,2356.6,1,0,172.39,0,1,4,20,1,mensual,efectivo,movil,sur,1
42,55.43,2326.83,1,4,72.89,1,0,2,49,1,anual,debito,fibra,oeste,0
28,108.69,3062.02,0,1,86.53,1,0,4,18,0,mensual,debito,movil,centro,1
30,53.74,1922.65,0,0,84.23,1,0,4,42,1,mensual,efectivo,fibra,sur,0
25,40.8,920.96,0,0,171.88,1,1,3,38,0,mensual,debito,fibra,sur,0
1,51.23,116.76,1,2,33.23,1,1,2,27,1,bianual,debito,fibra,norte,0
2,53.51,76.95,2,1,135.58,1,0,2,45,0,anual,credito,fibra,norte,1
14,59.5,722.9,1,1,140.2,1,0,3,78,0,mensual,credito,cable,centro,1
1,87.52,248.8,2,0,71.19,1,0,3,38,0,anual,credito,fibra,norte,0
4,72.85,236.62,1,1,130.14,1,1,4,32,1,mensual,credito,fibra,oeste,0
57,79.13,4389.94,2,0,143.15,1,1,2,68,0,mensual,debito,fibra,norte,1
9,54.33,593.04,0,1,172.55,1,0,2,54,0,bianual,transferencia,fibra,sur,0
15,47.7,560.9,4,2,160.96,1,0,1,56,0,mensual,debito,fibra,centro,0
35,68.37,2502.32,2,0,144.89,1,1,1,40,1,anual,debito,fibra,centro,0
72,75.37,5408.1,1,0,154.99,1,0,2,57,1,mensual,debito,cable,centro,1
30,89.88,2640.89,2,2,104.27,1,1,1,61,1,anual,debito,fibra,oeste,0
22,60.32,1242.65,2,1,170.81,1,1,4,34,0,bianual,credito,fibra,centro,0
7,56.97,523.18,1,1,122.61,1,1,1,27,0,anual,debito,fibra,centro,0
59,59.49,3441.59,1,0,110.08,1,0,2,26,0,bianual,credito,ninguno,oeste,0
65,40.76,2793.36,2,1,105.2,1,1,4,65,1,mensual,efectivo,movil,centro,1
25,52.06,1389.73,1,1,115.5,0,1,4,59,1,bianual,debito,fibra,oeste,0
21,100.52,2301.04,3,0,150.83,1,1,4,44,1,mensual,debito,movil,centro,1
50,50.33,2558.94,1,0,73.1,1,0,2,68,1,mensual,transferencia,cable,norte,0
59,61.96,3607.74,1,1,137.31,0,1,3,31,0,mensual,transferencia,ninguno,centro,1
70,87.18,5851.55,1,1,134.39,1,0,4,49,1,bianual,transferencia,movil,norte,0
4,98.86,489.93,4,0,118.98,1,1,4,35,0,bianual,debito,cable,oeste,0
41,46.26,2012.16,2,1,76.03,1,0,1,29,1,anual,debito,cable,oeste,0
61,58.91,3742.19,1,1,127.81,1,0,4,27,0,mensual,debito,fibra,centro,1
33,60.84,1862.25,1,1,140.57,1,1,4,35,1,mensual,debito,ninguno,centro,1
34,43.41,1602.11,0,1,154.28,1,1,1,42,0,bianual,efectivo,fibra,centro,0
40,63.31,2538.21,2,1,141.4,1,1,4,62,0,mensual,transferencia,movil,norte,0
62,89.35,5430.95,0,2,104.45,1,1,3,46,0,mensual,debito,cable,centro,0
67,93.29,6228.44,3,0,98.01,0,1,4,38,0,mensual,credito,fibra,centro,0
23,100.32,2004.36,0,2,104.16,1,1,2,25,0,anual,credito,cable,norte,0
59,79.83,4663.46,1,3,132.31,0,0,3,32,0,mensual,efectivo,fibra,sur,1
72,52.9,3924.79,3,0,131.91,1,0,3,59,0,mensual,debito,fibra,sur,0
63,35.68,2458.9,2,1,19.15,1,1,1,41,1,anual,debito,movil,centro,1
53,39.02,2044.67,2,0,150.08,1,1,1,59,1,anual,transferencia,fibra,oeste,0
50,54.22,2522.94,2,1,36.29,1,1,2,21,0,mensual,transferencia,cable,centro,0
11,54.93,689.96,0,2,159.56,1,0,1,42,0,anual,debito,movil,oeste,1
52,38.71,2052.96,1,0,119.74,1,1,2,74,1,anual,debito,fibra,centro,0
70,70.07,4872.62,0,1,115.92,1,0,3,37,0,anual,transferencia,movil,sur,0
54,79.97,4266.91,2,0,130.39,0,0,1,33,0,anual,debito,cable,norte,0
10,89.67,992.63,0,0,115.85,0,1,4,60,0,anual,transferencia,fibra,norte,0
56,78.8,4260.55,1,0,81.41,1,1,4,32,0,mensual,transferencia,movil,oeste,0
53,92.22,4694.08,3,1,199.46,0,0,3,49,0,bianual,debito,cable,sur,0
63,78.59,4835.4,3,2,217.82,1,1,3,45,0,bianual,transferencia,cable,norte,1
13,73.63,1109.34,3,0,94.27,1,1,2,29,0,bianual,efectivo,ninguno,sur,0
68,63.74,4039.67,1,3,76.44,1,1,4,26,1,anual,debito,movil,centro,0
58,84.18,4804.47,2,0,163.22,1,0,4,27,0,anual,credito,ninguno,centro,0
24,55.1,1495.09,1,1,183.56,0,1,1,39,1,mensual,credito,cable,norte,0
34,101.55,3589.68,2,1,132.48,0,1,3,73,1,anual,credito,cable,sur,0
40,56.75,2201.18,1,0,124.54,1,1,1,54,0,anual,credito,ninguno,oeste,0
53,38.41,2207.76,1,0,242.24,1,1,2,18,1,mensual,debito,fibra,centro,0
64,70.25,4631.48,3,1,88.4,1,1,1,33,0,mensual,efectivo,fibra,sur,0
25,60.75,1776.44,1,1,59.53,1,1,1,68,0,mensual,transferencia,fibra,centro,0
51,70.82,3482.6,0,1,152.44,1,1,3,54,1,bianual,debito,fibra,norte,0
20,34.92,618.5,1,0,188.37,1,0,1,74,0,mensual,transferencia,cable,sur,0
69,40.39,2847.16,1,0,142.54,1,0,2,53,0,anual,efectivo,cable,sur,0
14,91.44,1257.28,4,1,132.76,1,0,3,24,0,bianual,efectivo,cable,sur,0
53,43.0,2144.01,0,0,151.25,0,1,1,35,1,mensual,efectivo,fibra,sur,0
33,64.14,2161.08,0,1,104.82,1,1,1,42,0,bianual,debito,movil,sur,1
26,35.1,1175.25,1,0,91.39,0,0,4,62,0,mensual,transferencia,cable,norte,1
48,63.92,3094.69,0,0,96.51,0,0,3,40,1,anual,credito,cable,centro,0
35,72.75,2427.47,0,2,5.0,1,1,3,54,1,mensual,transferencia,fibra,norte,1
49,75.49,3685.09,2,1,133.63,1,1,3,48,0,mensual,efectivo,fibra,centro,1
27,94.25,2406.32,2,1,94.18,1,1,2,65,0,mensual,efectivo,cable,centro,0
14,70.53,1063.24,1,0,136.09,0,0,4,71,1,bianual,transferencia,movil,centro,0
24,50.4,1283.79,1,2,72.54,0,0,1,27,0,anual,credito,fibra,centro,0
33,59.64,1966.46,2,2,150.26,0,1,1,60,0,mensual,credito,fibra,norte,0
71,62.45,4392.12,1,2,79.74,1,0,4,73,0,mensual,debito,ninguno,centro,0
35,74.67,2690.37,2,2,67.3,0,0,4,39,1,mensual,efectivo,fibra,norte,1
13,63.37,893.44,0,0,169.35,0,1,1,34,1,mensual,debito,ninguno,norte,1
17,69.13,1092.77,3,0,145.47,1,1,3,57,0,mensual,credito,movil,sur,1
60,27.52,1587.74,2,2,108.07,0,1,3,19,1,mensual,credito,ninguno,oeste,0
34,51.57,1661.74,1,2,177.56,0,0,4,74,0,anual,credito,fibra,centro,0
2,65.13,197.39,3,2,5.0,1,1,3,27,1,mensual,transferencia,fibra,centro,1
70,88.22,6198.22,2,0,105.09,1,1,1,71,0,bianual,transferencia,fibra,oeste,0
6,46.75,153.58,0,0,99.1,1,0,4,34,1,bianual,debito,fibra,norte,0
41,55.31,2097.42,0,1,57.31,1,1,1,65,0,mensual,debito,fibra,centro,1
38,61.42,2527.37,1,0,166.72,0,1,1,34,0,mensual,debito,cable,norte,0
72,114.16,8122.55,0,1,125.12,1,0,2,51,1,mensual,debito,fibra,centro,0
62,64.52,3993.36,2,0,75.99,0,0,3,70,0,bianual,transferencia,fibra,sur,0
72,89.89,6379.44,2,0,134.39,0,0,1,76,0,anual,credito,fibra,centro,0
63,59.1,3759.55,0,2,186.81,0,1,4,63,1,mensual,debito,cable,centro,0
18,34.0,854.14,2,2,100.89,1,0,1,21,0,anual,credito,fibra,norte,0
7,54.33,373.17,0,0,248.44,1,1,1,44,1,mensual,credito,cable,oeste,1
28,105.17,2953.15,1,1,188.82,1,1,4,76,1,bianual,credito,fibra,norte,1
62,69.78,4222.19,2,0,39.5,1,0,4,76,0,mensual,credito,movil,sur,1
67,48.38,3127.75,2,3,85.07,0,0,3,26,0,mensual,credito,cable,norte,1
36,50.47,1875.76,5,0,124.53,0,0,4,77,1,mensual,credito,fibra,norte,0
11,87.35,1006.62,1,1,168.9,0,1,3,74,0,anual,transferencia,cable,oeste,0
63,71.89,4767.74,0,1,132.88,0,0,1,33,0,mensual,efectivo,ninguno,norte,0
5,46.94,50.0,2,2,60.3,1,1,3,21,0,anual,efectivo,fibra,centro,0
67,96.36,6522.48,1,1,122.47,1,1,2,70,0,mensual,transferencia,fibra,oeste,0
5,49.23,237.26,1,0,101.4,1,1,4,20,0,bianual,transferencia,cable,oeste,0
28,59.32,1808.56,2,1,74.05,1,1,2,37,0,mensual,debito,cable,oeste,1
29,99.36,2816.58,2,0,90.39,1,1,2,28,1,anual,credito,fibra,centro,0
12,84.48,1047.4,2,0,149.05,0,0,1,24,1,bianual,transferencia,cable,norte,0
34,65.34,2232.28,4,2,133.4,1,0,3,27,1,mensual,transferencia,fibra,centro,1
17,69.85,1379.38,3,0,157.91,1,1,3,42,0,bianual,debito,fibra,norte,0
59,82.32,4998.89,2,1,120.53,0,1,4,44,0,mensual,credito,cable,centro,0
2,85.88,265.76,0,0,43.35,1,1,2,67,1,bianual,credito,movil,sur,0
48,53.21,2650.39,0,0,50.68,1,1,3,22,1,mensual,transferencia,movil,oeste,1
32,33.91,1279.39,2,0,114.67,1,1,2,47,1,anual,efectivo,cable,oeste,0
